EIN,NAME,Address,STREET,CITY,STATE,ZIP
314359680,OHIO CREDIT UNION LEAGUE,"10 W BROAD ST STE 1100 COLUMBUS, OH 43215-3482",10 W BROAD ST STE 1100,COLUMBUS,OH,43215-3482
314364832,AMERICAN LEGION AUXILIARY,"1001 S PENNSYLVANIA AVE WELLSTON, OH 45692-1730",1001 S PENNSYLVANIA AVE,WELLSTON,OH,45692-1730
314379435,CAPITAL UNIVERSITY,"1 COLLEGE AND MAIN COLUMBUS, OH 43209-7812",1 COLLEGE AND MAIN,COLUMBUS,OH,43209-7812
314379459,DENISON UNIVERSITY,"100 W COLLEGE ST GRANVILLE, OH 43023-1100",100 W COLLEGE ST,GRANVILLE,OH,43023-1100
314379464,FIRST BAPTIST CHURCH,"1000 GRANVILLE ST NEWARK, OH 43055-0000",1000 GRANVILLE ST,NEWARK,OH,43055-0000
314379491,HOLZER HOSPITAL FOUNDATION,"100 JACKSON PIKE GALLIPOLIS, OH 45631-1560",100 JACKSON PIKE,GALLIPOLIS,OH,45631-1560
314379518,THE NEIGHBORHOODHOUSE,"1003 LAKE HARBOR CT WESTERVILLE, OH 43081-2762",1003 LAKE HARBOR CT,WESTERVILLE,OH,43081-2762
314379532,OTTERBEIN UNIVERSITY,"1 S GROVE ST WESTERVILLE, OH 43081-2004",1 S GROVE ST,WESTERVILLE,OH,43081-2004
314379806,YOUNG MENS CHRISTIAN ASSOCIATION OF ROSS COUNTY,"100 MILL ST CHILLICOTHE, OH 45601-1662",100 MILL ST,CHILLICOTHE,OH,45601-1662
314387575,BOYS & GIRLS CLUBS OF COLUMBUS INC,"1000 CLEVELAND AVE COLUMBUS, OH 43201-3707",1000 CLEVELAND AVE,COLUMBUS,OH,43201-3707
314405929,FIRST BAPTIST CHURCH,"101 E OTTAWA ST RICHWOOD, OH 43344-1254",101 E OTTAWA ST,RICHWOOD,OH,43344-1254
314414877,FIRST ENGLISH LUTHERAN CHURCH,"1015 E MAIN ST COLUMBUS, OH 43205-2374",1015 E MAIN ST,COLUMBUS,OH,43205-2374
314419355,FREE & ACCEPTED MASONS OF OHIO,"1 MASONIC DR SPRINGFIELD, OH 45504-3658",1 MASONIC DR,SPRINGFIELD,OH,45504-3658
314420546,ST PAULS EPISCOPAL CHURCH,"100 E HIGH ST MOUNT VERNON, OH 43050-3402",100 E HIGH ST,MOUNT VERNON,OH,43050-3402
316022301,NATIONWIDE FOUNDATION,"1 NATIONWIDE PLAZA 1-LC-IRS COLUMBUS, OH 43215-2220",1 NATIONWIDE PLAZA 1-LC-IRS,COLUMBUS,OH,43215-2220
316024390,DENISON UNIVERSITY RESEARCH FOUNDATION,"100 W COLLEGE ST GRANVILLE, OH 43023-1100",100 W COLLEGE ST,GRANVILLE,OH,43023-1100
316027571,JUILFS FOUNDATION,"1004 TECH DR MILFORD, OH 45150-9700",1004 TECH DR,MILFORD,OH,45150-9700
